Gen,LR,pvalue,DNA_tamura-nei-D,prot_pdistance,ensmbl_CporID,gene_name
cluster12980,0,1,-0.026956688,-0.025936599,ENSCPOP00000002586,RETREG3
cluster14279,39.38262,3.48E-10,0.027613337,0.039370079,ENSCPOP00000016387,MRPS14
cluster13394,2.510508,0.113089471,-0.018675328,0,ENSCPOP00000005353,GEMIN8
cluster10809,0.039758,0.841954489,-0.018073179,-0.003125,ENSCPOP00000008336,DNAJC25
cluster10772,5.300762,0.021316097,-0.013169989,0,ENSCPOP00000020499,MVK
cluster12987,0.014802,0.903165545,0.00614241,-0.004065041,ENSCPOP00000019826,TSPAN10
cluster11976,138.289534,0,0.067443958,0.071078431,ENSCPOP00000007904,PROSER2
cluster13229,0,1,-0.014656723,-0.016483516,ENSCPOP00000009316,GPRIN3
cluster12875,0,1,-0.126322219,-0.134831461,ENSCPOP00000008485,NCCRP1
cluster13110,0,1,0.008651616,-0.022140221,ENSCPOP00000008584,NT5C1A
cluster12258,0,1,-0.016022418,-0.028571429,ENSCPOP00000013987,METAP2
cluster13424,2.295426,0.129755606,-0.014018031,-0.004065041,ENSCPOP00000013762,KAZALD1
cluster13440,93.8602,0,0.044357797,0.031948882,ENSCPOP00000011084,LAG3
cluster13403,0,1,-0.004758622,-0.008333333,ENSCPOP00000015552,0
cluster13979,0.023218,0.878891538,-0.001425092,0.006514658,ENSCPOP00000017234,INHBA
cluster11156,0.794108,0.37286084,-0.007749347,-0.001445087,ENSCPOP00000006894,MAPK8IP2
cluster13148,0,1,-0.04680098,-0.046666667,ENSCPOP00000012562,ANP32E
cluster11852,0.000932,0.975645425,-0.001604706,0,ENSCPOP00000005383,JOSD1
cluster14869,0,1,-0.007175651,-0.004149378,ENSCPOP00000002836,C5orf22
cluster10471,0,1,-0.013461513,-0.012461059,ENSCPOP00000008140,TOR2A
cluster14887,0,1,-0.027175996,-0.017667845,ENSCPOP00000001422,MRPL45
cluster13392,5.201772,0.022563875,-0.002352433,-0.000885347,ENSCPOP00000012948,CENPF
cluster11222,0.15052,0.698038922,-0.004069179,0.002754821,ENSCPOP00000014471,PPP2R2A
cluster13418,0.008134,0.928137271,-0.010218194,-0.00203252,ENSCPOP00000001504,CFAP53
cluster10580,1.656244,0.198111215,0.002636161,0.007653061,ENSCPOP00000005546,0
cluster13853,20.032142,7.62E-06,0.011130884,0.065934066,ENSCPOP00000014578,C16orf78
cluster13321,71.201772,0,0.007553748,0.016304348,ENSCPOP00000009842,B4GALNT3
cluster11335,0,1,-0.005722631,0,ENSCPOP00000002917,CCDC65
cluster12083,4.529818,0.03330916,-0.010911092,0.00456621,ENSCPOP00000015303,MFNG
cluster12364,0,1,-0.030047804,-0.023364486,ENSCPOP00000017049,YJEFN3
cluster14207,0,1,-0.004354117,0.006116208,ENSCPOP00000009334,SFRP4
cluster10380,0,1,-0.079047784,-0.067901235,ENSCPOP00000004845,0
cluster10722,0,1,0.00780517,0.00619195,ENSCPOP00000003631,ASB11
cluster10634,0,1,-0.001469766,0,ENSCPOP00000010178,YWHAQ
cluster11465,0.74161,0.389145625,0.04378754,0.074324324,ENSCPOP00000000126,THEM4
cluster14773,5.05897,0.024498794,0.015020768,0.03875969,ENSCPOP00000005780,RIPK2
cluster10752,29.892582,4.57E-08,0.078036729,0.078947368,ENSCPOP00000011000,0
cluster11585,5.472968,0.019312801,0.071699283,0.084745763,ENSCPOP00000006256,WIPF3
cluster14468,0,1,2.52E-05,0,ENSCPOP00000001324,PAK1IP1
cluster13867,11.192404,0.000821329,-0.011033206,0.025974026,ENSCPOP00000021041,0
cluster10889,0,1,-0.101408048,-0.059405941,ENSCPOP00000017752,0
cluster14201,0,1,0.014337616,0.026845638,ENSCPOP00000016555,HOXB1
cluster13700,25.211606,5.14E-07,0.019802427,0.012793177,ENSCPOP00000002722,NTN3
cluster11195,0,1,-0.003961178,-0.007604563,ENSCPOP00000018802,MYD88
cluster13308,5.84651,0.015607975,-0.008130658,-0.007117438,ENSCPOP00000004280,DECR1
cluster10893,0,1,-0.001941797,0,ENSCPOP00000000169,ART5
cluster12592,58.006316,2.61E-14,0.001755563,0.007154213,ENSCPOP00000016609,0
cluster12208,40.059766,2.46E-10,0.018456159,0.017699115,ENSCPOP00000001980,SCNM1
cluster14634,27.517834,1.56E-07,-0.002005048,0.005607477,ENSCPOP00000014559,ELL
cluster14420,0,1,-0.023018396,0,ENSCPOP00000005111,0
cluster12155,98.796366,0,0.027573191,0.030944625,ENSCPOP00000002560,NUFIP2
cluster11605,0,1,-0.035326801,-0.018518519,ENSCPOP00000020467,NGRN
cluster14518,0,1,-0.011404992,-0.005319149,ENSCPOP00000004978,STMN4
cluster12460,40.0258,2.51E-10,0.000274574,-0.041666667,ENSCPOP00000019473,PVALB
cluster12893,0,1,-0.003684402,0.009174312,ENSCPOP00000010134,TNFRSF11B
cluster12230,51.619894,6.74E-13,0.016524133,0.01686747,ENSCPOP00000005085,0
cluster14269,97.964414,0,0.015502907,0.030837004,ENSCPOP00000001026,ACVR1B
cluster14966,0,1,-0.008410256,0.02173913,ENSCPOP00000018257,0
cluster14097,0,1,-0.009751468,0.010791367,ENSCPOP00000014983,OR52B6
cluster11201,0,1,0.007630639,0.0125,ENSCPOP00000006810,HMGB4
cluster14970,0,1,-0.009221774,-0.016042781,ENSCPOP00000020025,WDR4
cluster11933,56.294124,6.24E-14,0.054408425,0.04494382,ENSCPOP00000004562,FKBP14
cluster11376,2.012546,0.156003325,-0.027481336,-0.008,ENSCPOP00000019310,0
cluster10638,9.744506,0.001798595,0.129981098,0.174311927,ENSCPOP00000012824,CYB5B
cluster10539,0,1,0.006810692,0.015625,ENSCPOP00000016596,DUSP5
cluster12898,0,1,-0.006802096,-0.009493671,ENSCPOP00000005895,MMP1
cluster12835,1.54389,0.214039714,-0.005138406,-0.038461538,ENSCPOP00000013580,GPR157
cluster12336,16.503776,4.86E-05,0.047018219,0.064516129,ENSCPOP00000007987,TRAPPC6B
cluster14156,0.397664,0.528298137,-0.039781914,0.046511628,ENSCPOP00000010853,TFF2
cluster11148,1.110268,0.292023699,0.009309442,0.032786885,ENSCPOP00000007151,ANKRD22
cluster10603,0.752806,0.385589286,-0.039025021,-0.060606061,ENSCPOP00000011941,MS4A12
cluster10319,0,1,-0.010485296,-0.013477089,ENSCPOP00000018627,ZNHIT2
cluster14854,0,1,-0.015018909,0,ENSCPOP00000014049,BRI3BP
cluster11650,0,1,0.014568496,0.013986014,ENSCPOP00000013343,FGF11
cluster11152,0,1,-0.012776533,0.005882353,ENSCPOP00000014054,SH3BP5
cluster13342,0,1,0.025658463,0.035714286,ENSCPOP00000013788,0
cluster12564,0,1,-0.001756168,0,ENSCPOP00000010205,0
cluster11877,10.051222,0.001522469,0.003601313,-0.00694927,ENSCPOP00000010049,MRC2
cluster12821,0.005912,0.938711426,-0.004758538,-0.013333333,ENSCPOP00000012375,GDE1
cluster13097,95.320894,0,0.049362525,0.041871921,ENSCPOP00000000782,VWA7
cluster14094,0,1,0.002418903,0.013774105,ENSCPOP00000014491,GDPGP1
cluster13661,0,1,0.001284078,0.005110733,ENSCPOP00000011285,0
cluster10645,31.820202,1.69E-08,-0.00205498,0.006745363,ENSCPOP00000018363,0
cluster11037,0,1,-0.00944713,-0.018292683,ENSCPOP00000000193,ARL9
cluster11731,30.044172,4.22E-08,0.109198773,0.118518519,ENSCPOP00000002627,PXMP2
cluster10923,0,1,-0.006788422,0.007067138,ENSCPOP00000007003,ASB14
cluster11835,0,1,0.007888011,0.004032258,ENSCPOP00000014221,PINK1
cluster10753,225.134852,0,0.023497657,0.029411765,ENSCPOP00000004823,IQGAP3
cluster13774,3.60113,0.057740311,0.005599812,0.015625,ENSCPOP00000013616,SPTLC1
cluster11776,0,1,-0.000178672,0.003194888,ENSCPOP00000003111,ZC3H6
cluster11737,0,1,0.001393046,-0.007874016,ENSCPOP00000011767,BCDIN3D
cluster13701,0,1,0.001363086,0.032258065,ENSCPOP00000012680,LURAP1L
cluster10994,-49.236836,1,0.008300285,0.002183406,ENSCPOP00000019225,FZR1
cluster10399,0,1,0.002119835,0,ENSCPOP00000020100,0
cluster11878,0,1,-0.031602851,-0.037735849,ENSCPOP00000012716,PPP1R14D
cluster12069,0,1,0.006415454,0,ENSCPOP00000012635,GTF2B
cluster12860,1.003394,0.316490651,-0.008245598,0.002659574,ENSCPOP00000016432,GPR179
cluster11942,0,1,-0.005086439,0,ENSCPOP00000010713,UBE2A
cluster10666,0,1,-0.00339703,0,ENSCPOP00000013918,RAB1A
cluster13911,0,1,-0.001996225,-0.014285714,ENSCPOP00000016610,RGS9BP
cluster10149,95.912104,0,0.047868407,0.05707196,ENSCPOP00000011691,SCARB2
cluster12425,0,1,-0.019291711,0,ENSCPOP00000016327,0
cluster13354,0,1,0.015282769,0.025270758,ENSCPOP00000002193,STOML1
cluster13635,0,1,0.000723541,0,ENSCPOP00000006643,ABCE1
cluster10271,0.017444,0.894924388,-0.018219395,-0.017985612,ENSCPOP00000017156,HMX3
cluster11145,63.290666,1.78E-15,0.023648445,0.043678161,ENSCPOP00000008724,ACOT12
cluster12840,0.160966,0.688268697,-0.074766031,-0.026066351,ENSCPOP00000001780,KCNA10
cluster10974,0,1,-0.000181101,-0.004048583,ENSCPOP00000008158,0
cluster11411,0,1,-0.013717333,-0.002503129,ENSCPOP00000013347,POLR2A
cluster13209,0,1,0.003257391,0.007662835,ENSCPOP00000015748,CA13
cluster11460,0,1,-0.005272118,-0.005328597,ENSCPOP00000018492,FZD9
cluster13833,0,1,-0.003020529,-0.001945525,ENSCPOP00000002486,DCBLD1
cluster14025,0,1,0.001325075,-0.0625,ENSCPOP00000015828,SCGB3A1
cluster12313,17.911338,2.31E-05,0.001217427,0.008368201,ENSCPOP00000010782,IRX5
cluster13663,22.83054,1.77E-06,-0.005194445,0.015424165,ENSCPOP00000011310,CHRNA3
cluster11474,0,1,-0.070547842,-0.060836502,ENSCPOP00000015401,TOMM40
cluster14702,0,1,-0.006489237,0,ENSCPOP00000002048,DHH
cluster12031,39.848018,2.75E-10,0.023001744,0.025735294,ENSCPOP00000011543,PLTP
cluster11985,25.547546,4.32E-07,-0.002072697,-0.003311258,ENSCPOP00000008729,NFKBIZ
cluster13922,0,1,0.004283436,0.005882353,ENSCPOP00000018023,0
cluster13796,-0.000242,1,0.005116761,0.007194245,ENSCPOP00000005638,SND1
cluster13778,0.030982,0.860280552,0.000484199,0.016423358,ENSCPOP00000015472,TTC34
cluster13483,0,1,-0.003116778,0.004098361,ENSCPOP00000006762,DPH2
cluster14446,20.188238,7.02E-06,0.014031358,0.005952381,ENSCPOP00000005909,VPS26B
cluster12682,0,1,-0.00747462,-0.052173913,ENSCPOP00000000262,NR2C2AP
cluster12960,33.070876,8.89E-09,0.076538732,0.007751938,ENSCPOP00000011902,MAP6D1
cluster12008,0,1,-0.000124256,0,ENSCPOP00000014794,TAX1BP3
cluster10167,0,1,-0.009336744,-0.00591716,ENSCPOP00000005434,SPAG7
cluster13824,91.292136,0,0.03132155,0.032608696,ENSCPOP00000013792,CYP2R1
cluster11346,0,1,-0.022091729,-0.010273973,ENSCPOP00000007704,FAM105A
cluster12003,0,1,-0.013851296,-0.003514938,ENSCPOP00000020924,KLHL30
cluster14846,63.409892,1.67E-15,0.041330605,0.059027778,ENSCPOP00000011278,ZDHHC17
cluster12443,2.761232,0.09657384,0.007852334,0.011560694,ENSCPOP00000015113,TSSK1B
cluster14872,0,1,-0.005457089,-0.026315789,ENSCPOP00000005688,0
cluster11566,64.743566,8.88E-16,0.071285215,0.074626866,ENSCPOP00000000774,GXYLT1
cluster13254,0.126578,0.72200681,-0.021179888,0,ENSCPOP00000014664,0
cluster12372,0,1,-0.005572521,0.027586207,ENSCPOP00000003032,TEX38
cluster13128,14.329246,0.000153462,-0.00673572,0.005277045,ENSCPOP00000004647,0
cluster11661,0,1,-0.069578026,-0.11,ENSCPOP00000014750,LSM7
cluster10648,0,1,0.002340016,0.012383901,ENSCPOP00000012275,ZDHHC23
cluster11891,73.72708,0,0.029359196,0.049295775,ENSCPOP00000013469,0
cluster12977,30.390118,3.53E-08,0.003645611,-0.00462963,ENSCPOP00000020829,GAS2L2
cluster13405,0,1,0.00582722,0.008,ENSCPOP00000006338,CMTM5
cluster14640,15.031668,0.000105722,0.369999328,0.375,ENSCPOP00000017531,0
cluster13773,0,1,-0.011045503,0,ENSCPOP00000012638,PODXL
cluster14247,0,1,-0.003355777,0,ENSCPOP00000020280,RPS5
cluster14251,89.745002,0,0.058654727,0.060550459,ENSCPOP00000010160,CPSF3
cluster14720,0,1,-0.104926718,-0.103857567,ENSCPOP00000008974,PCOLCE2
cluster14140,5.946104,0.01474985,-0.000103709,-0.006451613,ENSCPOP00000002609,SCPEP1
cluster14731,0,1,0.003720328,0,ENSCPOP00000018327,LRFN2
cluster12049,0,1,-0.000104127,0.008888889,ENSCPOP00000005776,OR52D1
cluster14969,40.004034,2.53E-10,0.282879048,0.238095238,ENSCPOP00000015941,0
cluster13982,0,1,-4.14E-05,0,ENSCPOP00000018432,RHBDL1
cluster13706,0.081098,0.775814913,-0.004389218,-0.017045455,ENSCPOP00000002290,NUDT8
cluster10769,58.516994,2.02E-14,0.035402862,0.030660377,ENSCPOP00000002234,FKBP4
cluster12964,0,1,-0.009941063,-0.009009009,ENSCPOP00000008462,GSTM3
cluster10609,3.230392,0.072283384,-0.009933551,-0.019047619,ENSCPOP00000019769,C11orf96
cluster12584,35.797276,2.19E-09,0.016817262,0.019441069,ENSCPOP00000008099,CTR9
cluster10600,16.843168,4.06E-05,-0.064038385,-0.08,ENSCPOP00000010967,GPATCH11
cluster14117,4.254596,0.039144258,0.01003454,0.008333333,ENSCPOP00000002774,EPHA2
cluster12352,55.198368,1.09E-13,0.05407412,0.062240664,ENSCPOP00000012886,CXorf38
cluster10228,-3.00E-05,1,0.014976996,0.037162162,ENSCPOP00000015236,ANKRD23
cluster13166,0,1,-0.014905322,-0.015957447,ENSCPOP00000004421,MPDU1
cluster13400,0,1,-0.005198874,0.004545455,ENSCPOP00000007259,0
cluster12754,43.815838,3.61E-11,0.038414149,0.06640625,ENSCPOP00000017699,SNF8
cluster11956,0,1,-0.005953205,0.007712082,ENSCPOP00000010674,MRPL37
cluster10183,50.115132,1.45E-12,6.19E-05,0.004608295,ENSCPOP00000016208,F2
cluster14815,-2.00E-06,1,-0.011417112,-0.003174603,ENSCPOP00000008872,OTP
cluster11099,0,1,5.72E-05,-0.011135857,ENSCPOP00000013257,CHRM2
cluster14338,0,1,0.00128,0,ENSCPOP00000002934,PPCS
cluster11017,56.68712,5.11E-14,0.032397979,0.035830619,ENSCPOP00000006134,NPHS2
cluster10908,65.598868,5.55E-16,0.375395546,0.291666667,ENSCPOP00000010876,IER3
cluster15030,0,1,0.019943093,0.003610108,ENSCPOP00000015560,C1QTNF4
cluster14362,127.305426,0,0.026828294,0.026275116,ENSCPOP00000019529,GNL2
cluster11719,0.261584,0.609034008,-0.009213218,0.001424501,ENSCPOP00000008625,GPR149
cluster10932,0,1,-0.000661198,-0.002592913,ENSCPOP00000004076,IGDCC4
cluster11466,81.42889,0,0.155497582,0.172972973,ENSCPOP00000008550,EFNA5
cluster13316,0.021858,0.882465479,-0.016360766,-0.011428571,ENSCPOP00000001276,Cxcr2
cluster14695,141.472882,0,0.02706076,0.017391304,ENSCPOP00000006151,UPF3A
cluster10640,85.466004,0,0.056863178,0.076086957,ENSCPOP00000001668,ANGPTL5
cluster11360,0,1,-0.043495735,-0.009708738,ENSCPOP00000007841,CSTL1
cluster11211,0,1,-0.018216718,-0.039215686,ENSCPOP00000010522,0
cluster10439,9.061632,0.002610289,0.001751585,-0.004424779,ENSCPOP00000001353,SPTLC2
cluster13281,0,1,-0.001182182,-0.002074689,ENSCPOP00000011225,HAS2
cluster13615,0,1,0.010632177,0,ENSCPOP00000011428,PCBD1
cluster13665,101.407594,0,0.033976175,0.034985423,ENSCPOP00000011118,KCTD8
cluster14062,15.371062,8.83E-05,0.029547639,0.055335968,ENSCPOP00000015138,C17orf53
cluster12700,33.785564,6.15E-09,0.038565827,0.046875,ENSCPOP00000012490,RAC3
cluster13823,176.421868,0,0.06767879,0.076923077,ENSCPOP00000014862,ACADVL
cluster12975,0.078876,0.778826438,-0.141925713,-0.126315789,ENSCPOP00000016253,0
cluster11412,0,1,-0.01198373,0,ENSCPOP00000014756,ACTR2
cluster11369,5.474504,0.019295836,-9.74E-05,0.021582734,ENSCPOP00000018060,0
cluster12486,0,1,0.010653277,0.021604938,ENSCPOP00000008482,HAPLN3
cluster10531,87.65403,0,0.083327066,0.091633466,ENSCPOP00000002936,SCD5
cluster12084,4.97686,0.025688568,-0.000833362,-0.016393443,ENSCPOP00000017040,CITED4
cluster12578,-0.005728,1,0.003037869,0.014184397,ENSCPOP00000012717,FOXK1
cluster12582,2.91103,0.087975673,0.017202902,0.016447368,ENSCPOP00000019733,LEXM
cluster14910,0,1,-0.007072675,0.005952381,ENSCPOP00000016242,MTERF4
cluster13740,0,1,0.005777453,-0.00330033,ENSCPOP00000021027,JPH4
cluster12938,28.245388,1.07E-07,0.012552582,0,ENSCPOP00000009093,SLC22A3
cluster11935,-4.1377,1,-0.002847453,0.000868056,ENSCPOP00000009323,PRPF8
cluster10788,0,1,-0.002374922,-0.014218009,ENSCPOP00000017430,MRM2
cluster12386,0,1,0.001031702,0,ENSCPOP00000006690,FSTL3
cluster12848,35.415024,2.66E-09,0.092269916,0.099236641,ENSCPOP00000002393,RSPO2
cluster14205,0,1,-0.015894827,-0.028735632,ENSCPOP00000015579,SOX2
cluster12149,48.04808,4.16E-12,0.011693587,0.032490975,ENSCPOP00000021051,IL12RB1
cluster14556,0,1,-0.007783586,-0.007751938,ENSCPOP00000012352,SLC7A10
cluster11730,0,1,-0.007782387,-0.018027572,ENSCPOP00000012589,ENAM
cluster14730,5.20788,0.022484736,-0.010633069,0,ENSCPOP00000011541,SNTN
cluster12079,25.1512,5.30E-07,0.025610398,0.036144578,ENSCPOP00000003508,SLC35B2
cluster11315,0,1,-0.017047501,-0.005681818,ENSCPOP00000013042,L3HYPDH
cluster10659,0,1,-0.016297721,-0.026578073,ENSCPOP00000016527,XKR8
cluster14284,12.178524,0.000483429,0.235703576,0.216216216,ENSCPOP00000003689,0
cluster11780,0.000494,0.982267589,-0.004575794,-0.014814815,ENSCPOP00000007375,GTSF1L
cluster14359,7.734846,0.005416518,0.006321931,0.013986014,ENSCPOP00000019686,VSIG10L
cluster14937,3.86146,0.049407317,0.002952258,0.00486618,ENSCPOP00000020693,LPCAT4
cluster14712,1.100198,0.294222656,-0.003074067,-0.026086957,ENSCPOP00000016113,0
cluster13510,0.161422,0.687850676,-0.012493714,-0.013368984,ENSCPOP00000009386,ANKRD53
cluster12883,6.687418,0.009709573,-0.000837128,0.005208333,ENSCPOP00000000651,NDC1
cluster14317,0,1,-0.015698791,0.007434944,ENSCPOP00000004800,LHPP
cluster14499,0,1,0.005189717,0.021806854,ENSCPOP00000004120,SLC27A4
cluster12101,12.645836,0.000376403,0.009773281,-0.003968254,ENSCPOP00000018598,C19orf66
cluster10984,0,1,-0.005746093,-0.00530504,ENSCPOP00000000505,PLEKHG6
cluster14883,0,1,-0.013363011,0,ENSCPOP00000003361,SRSF3
cluster12894,0,1,0.008805459,0,ENSCPOP00000020616,0
cluster13648,0,1,-0.114801722,-0.099236641,ENSCPOP00000015720,0
cluster11885,9.037122,0.002645518,0.023625351,0.024193548,ENSCPOP00000009881,CFAP36
cluster11309,0,1,-0.005974247,0.010582011,ENSCPOP00000001776,UCP1
cluster14914,0,1,-0.006022094,0,ENSCPOP00000013896,TRMT112
cluster14476,4.95713,0.025983297,-0.022564282,-0.037533512,ENSCPOP00000009502,CEACAM20
cluster14819,181.387772,0,0.174210754,0.169354839,ENSCPOP00000001388,SMAD6
cluster14569,125.513294,0,0.105078825,0.128125,ENSCPOP00000006397,PLCXD3
cluster14993,9.390348,0.002181308,0.003181141,0.007346189,ENSCPOP00000004963,Trpm8
cluster12264,-0.013872,1,-0.002215255,-0.002949853,ENSCPOP00000005768,ANXA2
cluster13019,0,1,0.020111879,0.025157233,ENSCPOP00000012600,C19orf67
cluster12419,0.299256,0.584349218,0.020691383,0.046511628,ENSCPOP00000005692,FAM180A
cluster11999,0,1,-0.00221983,0.005089059,ENSCPOP00000003189,PROKR1
cluster14300,0,1,-0.019932191,-0.028106509,ENSCPOP00000009530,NAGLU
cluster13305,74.77993,0,0.054465011,0.068965517,ENSCPOP00000011818,BPIFA3
cluster13924,0,1,-0.016779077,-0.011527378,ENSCPOP00000005674,NUDCD3
cluster13357,31.646198,1.85E-08,0.021047733,0.024,ENSCPOP00000015473,ABTB2
cluster11880,0,1,0.014328866,0,ENSCPOP00000020957,FAM187B
cluster13787,0,1,-0.009279934,0.0078125,ENSCPOP00000000164,NCF1
cluster13192,8.308446,0.003946114,0.080929519,0.077464789,ENSCPOP00000001217,0
cluster12497,0.925842,0.335945715,-0.002881777,0,ENSCPOP00000020277,0
cluster11257,12.34675,0.000441755,-0.00497295,-0.012048193,ENSCPOP00000009089,SNX25
cluster13526,-0.023122,1,-0.00538621,0,ENSCPOP00000018151,TIMM10
cluster14249,0,1,-0.041526963,-0.120481928,ENSCPOP00000008113,TCL1A
cluster10822,15.330824,9.02E-05,0.011337373,0.017361111,ENSCPOP00000006328,VSIG10
cluster13549,0,1,-0.006300983,0.00877193,ENSCPOP00000020162,0
cluster10322,0,1,-0.013377005,0.005847953,ENSCPOP00000010076,Crygs
cluster13457,-0.000538,1,-0.020384684,0.014336918,ENSCPOP00000004242,SPOUT1
cluster14271,13.873886,0.000195496,0.001074641,0,ENSCPOP00000014555,ARHGEF17
cluster10750,0,1,-0.001878708,0,ENSCPOP00000011129,SYNDIG1L
cluster13659,0,1,-0.031193084,-0.06185567,ENSCPOP00000015670,0
cluster13964,0,1,-0.005528694,-0.022222222,ENSCPOP00000005295,UTP3
cluster11164,0,1,0.010547324,0.007537688,ENSCPOP00000020839,ASS1
cluster11749,3.673748,0.055275753,0.00581625,0.006389776,ENSCPOP00000000722,IDE
cluster13100,0.05011,0.822871976,0.002815226,0.007905138,ENSCPOP00000004954,HOXD4
cluster12282,0,1,6.56E-05,0.011627907,ENSCPOP00000005423,GPR107
cluster14014,0,1,-0.002216294,0.002923977,ENSCPOP00000008657,SLC10A4
cluster14118,0,1,-0.009665124,-0.009345794,ENSCPOP00000008065,0
cluster12769,59.518752,1.21E-14,0.046190848,0.039513678,ENSCPOP00000012798,0
cluster13686,0.108658,0.741677187,-0.001331275,0.007042254,ENSCPOP00000002569,PANX1
cluster13723,8.412822,0.003725839,0.024981028,0.024024024,ENSCPOP00000009411,Ambp
cluster12912,65.8104,4.44E-16,0.04854692,0.043902439,ENSCPOP00000002683,0
cluster13462,0,1,0.00016628,0,ENSCPOP00000008547,Ctse
cluster11007,0,1,-0.003706537,0,ENSCPOP00000005636,CWC15
cluster14075,0.001384,0.970323824,-0.005228494,-0.00795756,ENSCPOP00000006823,CDC37
cluster14643,0.011932,0.913017136,0.005804876,-0.002008032,ENSCPOP00000013946,CARM1
cluster11321,0.058374,0.809084605,0.01662732,0.020408163,ENSCPOP00000010252,TNFSF4
cluster10468,4.347606,0.037061008,0.063988474,0.086956522,ENSCPOP00000007154,MLN
cluster13000,3.31385,0.06869837,-0.091088976,-0.045731707,ENSCPOP00000013636,CWC25
cluster14760,0,1,0.011200201,0.019417476,ENSCPOP00000012967,ABHD16B
cluster10400,0,1,0.008375973,0.005076142,ENSCPOP00000019550,TMEM114
cluster14974,0,1,-0.012524516,-0.020725389,ENSCPOP00000002771,MSGN1
cluster11798,0,1,-0.01071298,-0.007352941,ENSCPOP00000009545,MBOAT4
cluster13952,0,1,0.001406682,0.007281553,ENSCPOP00000001484,DTX4
cluster10743,135.582782,0,0.063841776,0.066921606,ENSCPOP00000013838,0
cluster12710,146.556178,0,0.019847336,0.027210884,ENSCPOP00000019790,YLPM1
cluster14350,0,1,-0.015231494,-0.006578947,ENSCPOP00000013279,INSIG1
cluster14268,0,1,-0.124372068,-0.136,ENSCPOP00000017455,CLEC1B
cluster14291,0,1,-0.008542591,0,ENSCPOP00000016674,H2AFJ
cluster10763,45.40798,1.60E-11,0.030149271,0.037974684,ENSCPOP00000001463,Il12b
cluster14355,96.159254,0,0.177569477,0.162650602,ENSCPOP00000005342,TMEM35A
cluster13170,68.64488,1.11E-16,0.055986637,0.047058824,ENSCPOP00000017443,GPR139
cluster12317,32.638212,1.11E-08,0.012826463,0.010920437,ENSCPOP00000017212,COMP
cluster14928,75.341972,0,0.004367303,0.007575758,ENSCPOP00000003506,BTAF1
cluster13953,0.009286,0.923231567,-0.011885014,0.007722008,ENSCPOP00000010904,OTULIN
cluster11644,1.193,0.274725255,-0.024351876,-0.013333333,ENSCPOP00000002387,CCL19
cluster14553,3.208836,0.073241571,0.001695589,0,ENSCPOP00000013839,RCL1
cluster14040,0,1,-0.007099797,0.017921147,ENSCPOP00000014261,0
cluster14321,50.234598,1.36E-12,0.029742645,0.039215686,ENSCPOP00000011416,WBP2
cluster14364,58.342244,2.20E-14,0.050754235,0.057777778,ENSCPOP00000000804,LHX8
cluster11531,0.50222,0.478526294,-0.002574781,0.00617284,ENSCPOP00000018952,0
cluster14457,29.819358,4.74E-08,0.004747289,0.012612613,ENSCPOP00000021132,SENP2
cluster12749,4.48071,0.034279478,-0.024001415,-0.014084507,ENSCPOP00000000235,0
cluster13855,0,1,0.002279078,-0.005797101,ENSCPOP00000006384,SLC35F1
cluster12303,0,1,0.022769807,-0.024390244,ENSCPOP00000013709,TNP1
cluster12717,0,1,-0.014174743,-0.006818182,ENSCPOP00000002514,ZMYND10
cluster12004,0,1,-0.022745528,-0.024390244,ENSCPOP00000013573,NUDT15
cluster11994,75.58326,0,0.085483627,0.120689655,ENSCPOP00000004463,ZDHHC2
cluster14133,37.908394,7.41E-10,0.015232142,0.032374101,ENSCPOP00000006415,FCRLB
cluster12138,1.379054,0.240262351,-0.006222902,0.008403361,ENSCPOP00000012058,ERI1
cluster14603,2.54261,0.110811477,-0.003369058,-0.003003003,ENSCPOP00000000760,TTC19
cluster10394,0,1,-0.009166635,0,ENSCPOP00000021168,MAB21L2
cluster10299,49.227488,2.28E-12,0.029355588,0.042016807,ENSCPOP00000008062,SMOC1
cluster10817,75.648128,0,0.01162032,0.014765101,ENSCPOP00000011373,ACO2
cluster14369,0.04302,0.835687618,-0.004601686,-0.003076923,ENSCPOP00000016303,CTGF
cluster10909,0,1,0.002316111,0.013605442,ENSCPOP00000004868,RTL9
cluster10348,8.755528,0.00308665,0.010672737,0.00872093,ENSCPOP00000013732,ENPP1
cluster13822,0,1,-0.019962437,-0.006389776,ENSCPOP00000014453,FBXL12
cluster11769,0,1,-0.008819792,0,ENSCPOP00000002318,ZPLD1
cluster12380,34.557076,4.14E-09,0.076187121,0.073619632,ENSCPOP00000003742,SLC6A16
cluster13450,43.974604,3.33E-11,0.045608232,0.04137931,ENSCPOP00000012145,ATP4B
cluster13651,52.034426,5.45E-13,0.287181856,0.261261261,ENSCPOP00000016996,MRPL27
cluster12523,0,1,-0.020638682,0.008064516,ENSCPOP00000011086,CCR7
cluster11914,26.946954,2.09E-07,0.037553668,0.02970297,ENSCPOP00000014327,GFRA4
cluster14197,0.27709,0.598614908,-0.008552271,0,ENSCPOP00000014104,UBALD1
cluster12441,2.078758,0.149361664,-0.012618103,0.014705882,ENSCPOP00000021028,LEAP2
cluster13132,0,1,-0.010240834,-0.005681818,ENSCPOP00000012305,PPIF
cluster12757,0,1,-0.014689532,-0.021186441,ENSCPOP00000001071,PSMB1
